environment,item,criterion,cue,cueValue,year
United States,San Diego,1284347.0,State Capital,0,2000
United States,San Diego,1284347.0,Sport Team,1,2000
United States,San Diego,1284347.0,Airport,1,2000
United States,San Diego,1284347.0,Metro Station,0,2000
United States,San Diego,1284347.0,Rail Station,0,2000
United States,San Diego,1284347.0,Exposition Site,0,2000
United States,San Diego,1284347.0,National Capital,0,2000
United States,Dallas,1226804.0,State Capital,0,2000
United States,Dallas,1226804.0,Sport Team,1,2000
United States,Dallas,1226804.0,Airport,1,2000
United States,Dallas,1226804.0,Metro Station,0,2000
United States,Dallas,1226804.0,Rail Station,0,2000
United States,Dallas,1226804.0,Exposition Site,0,2000
United States,Dallas,1226804.0,National Capital,0,2000
United States,San Jose,903540.0,State Capital,0,2000
United States,San Jose,903540.0,Sport Team,1,2000
United States,San Jose,903540.0,Airport,1,2000
United States,San Jose,903540.0,Metro Station,0,2000
United States,San Jose,903540.0,Rail Station,0,2000
United States,San Jose,903540.0,Exposition Site,0,2000
United States,San Jose,903540.0,National Capital,0,2000
United States,Jacksonville,736583.0,State Capital,0,2000
United States,Jacksonville,736583.0,Sport Team,1,2000
United States,Jacksonville,736583.0,Airport,1,2000
United States,Jacksonville,736583.0,Metro Station,0,2000
United States,Jacksonville,736583.0,Rail Station,0,2000
United States,Jacksonville,736583.0,Exposition Site,0,2000
United States,Jacksonville,736583.0,National Capital,0,2000
United States,Indianapolis,782254.0,State Capital,1,2000
United States,Indianapolis,782254.0,Sport Team,1,2000
United States,Indianapolis,782254.0,Airport,1,2000
United States,Indianapolis,782254.0,Metro Station,0,2000
United States,Indianapolis,782254.0,Rail Station,0,2000
United States,Indianapolis,782254.0,Exposition Site,0,2000
United States,Indianapolis,782254.0,National Capital,0,2000
United States,San Francisco,777360.0,State Capital,0,2000
United States,San Francisco,777360.0,Sport Team,1,2000
United States,San Francisco,777360.0,Airport,1,2000
United States,San Francisco,777360.0,Metro Station,1,2000
United States,San Francisco,777360.0,Rail Station,0,2000
United States,San Francisco,777360.0,Exposition Site,1,2000
United States,San Francisco,777360.0,National Capital,0,2000
United States,Austin,672241.0,State Capital,1,2000
United States,Austin,672241.0,Sport Team,0,2000
United States,Austin,672241.0,Airport,1,2000
United States,Austin,672241.0,Metro Station,0,2000
United States,Austin,672241.0,Rail Station,0,2000
United States,Austin,672241.0,Exposition Site,0,2000
United States,Austin,672241.0,National Capital,0,2000
United States,Columbus,715971.0,State Capital,1,2000
United States,Columbus,715971.0,Sport Team,0,2000
United States,Columbus,715971.0,Airport,1,2000
United States,Columbus,715971.0,Metro Station,0,2000
United States,Columbus,715971.0,Rail Station,0,2000
United States,Columbus,715971.0,Exposition Site,0,2000
United States,Columbus,715971.0,National Capital,0,2000
United States,Fort Worth,545993.0,State Capital,0,2000
United States,Fort Worth,545993.0,Sport Team,0,2000
United States,Fort Worth,545993.0,Airport,1,2000
United States,Fort Worth,545993.0,Metro Station,0,2000
United States,Fort Worth,545993.0,Rail Station,0,2000
United States,Fort Worth,545993.0,Exposition Site,0,2000
United States,Fort Worth,545993.0,National Capital,0,2000
United States,Charlotte,569858.0,State Capital,0,2000
United States,Charlotte,569858.0,Sport Team,0,2000
United States,Charlotte,569858.0,Airport,1,2000
United States,Charlotte,569858.0,Metro Station,0,2000
United States,Charlotte,569858.0,Rail Station,0,2000
United States,Charlotte,569858.0,Exposition Site,0,2000
United States,Charlotte,569858.0,National Capital,0,2000
United States,Detroit,945297.0,State Capital,0,2000
United States,Detroit,945297.0,Sport Team,1,2000
United States,Detroit,945297.0,Airport,1,2000
United States,Detroit,945297.0,Metro Station,0,2000
United States,Detroit,945297.0,Rail Station,1,2000
United States,Detroit,945297.0,Exposition Site,0,2000
United States,Detroit,945297.0,National Capital,0,2000
United States,El Paso,564792.0,State Capital,0,2000
United States,El Paso,564792.0,Sport Team,0,2000
United States,El Paso,564792.0,Airport,1,2000
United States,El Paso,564792.0,Metro Station,0,2000
United States,El Paso,564792.0,Rail Station,0,2000
United States,El Paso,564792.0,Exposition Site,0,2000
United States,El Paso,564792.0,National Capital,0,2000
United States,Memphis,690186.0,State Capital,0,2000
United States,Memphis,690186.0,Sport Team,0,2000
United States,Memphis,690186.0,Airport,1,2000
United States,Memphis,690186.0,Metro Station,0,2000
United States,Memphis,690186.0,Rail Station,0,2000
United States,Memphis,690186.0,Exposition Site,0,2000
United States,Memphis,690186.0,National Capital,0,2000
United States,Baltimore,648654.0,State Capital,0,2000
United States,Baltimore,648654.0,Sport Team,1,2000
United States,Baltimore,648654.0,Airport,1,2000
United States,Baltimore,648654.0,Metro Station,1,2000
United States,Baltimore,648654.0,Rail Station,0,2000
United States,Baltimore,648654.0,Exposition Site,0,2000
United States,Baltimore,648654.0,National Capital,0,2000
United States,Boston,590433.0,State Capital,1,2000
United States,Boston,590433.0,Sport Team,1,2000
United States,Boston,590433.0,Airport,1,2000
United States,Boston,590433.0,Metro Station,1,2000
United States,Boston,590433.0,Rail Station,1,2000
United States,Boston,590433.0,Exposition Site,0,2000
United States,Boston,590433.0,National Capital,0,2000
United States,Seattle,564092.0,State Capital,0,2000
United States,Seattle,564092.0,Sport Team,1,2000
United States,Seattle,564092.0,Airport,1,2000
United States,Seattle,564092.0,Metro Station,0,2000
United States,Seattle,564092.0,Rail Station,1,2000
United States,Seattle,564092.0,Exposition Site,1,2000
United States,Seattle,564092.0,National Capital,0,2000
United States,Washington,571744.0,State Capital,1,2000
United States,Washington,571744.0,Sport Team,1,2000
United States,Washington,571744.0,Airport,1,2000
United States,Washington,571744.0,Metro Station,1,2000
United States,Washington,571744.0,Rail Station,1,2000
United States,Washington,571744.0,Exposition Site,0,2000
United States,Washington,571744.0,National Capital,1,2000
United States,Nashville,545902.0,State Capital,1,2000
United States,Nashville,545902.0,Sport Team,1,2000
United States,Nashville,545902.0,Airport,1,2000
United States,Nashville,545902.0,Metro Station,0,2000
United States,Nashville,545902.0,Rail Station,0,2000
United States,Nashville,545902.0,Exposition Site,0,2000
United States,Nashville,545902.0,National Capital,0,2000
United States,Denver,556094.0,State Capital,1,2000
United States,Denver,556094.0,Sport Team,1,2000
United States,Denver,556094.0,Airport,1,2000
United States,Denver,556094.0,Metro Station,0,2000
United States,Denver,556094.0,Rail Station,1,2000
United States,Denver,556094.0,Exposition Site,0,2000
United States,Denver,556094.0,National Capital,0,2000
United States,Louisville,553960.0,State Capital,0,2000
United States,Louisville,553960.0,Sport Team,0,2000
United States,Louisville,553960.0,Airport,1,2000
United States,Louisville,553960.0,Metro Station,0,2000
United States,Louisville,553960.0,Rail Station,0,2000
United States,Louisville,553960.0,Exposition Site,0,2000
United States,Louisville,553960.0,National Capital,0,2000
United States,Milwaukee,597049.0,State Capital,0,2000
United States,Milwaukee,597049.0,Sport Team,1,2000
United States,Milwaukee,597049.0,Airport,1,2000
United States,Milwaukee,597049.0,Metro Station,0,2000
United States,Milwaukee,597049.0,Rail Station,1,2000
United States,Milwaukee,597049.0,Exposition Site,0,2000
United States,Milwaukee,597049.0,National Capital,0,2000
United States,Portland,529922.0,State Capital,0,2000
United States,Portland,529922.0,Sport Team,1,2000
United States,Portland,529922.0,Airport,1,2000
United States,Portland,529922.0,Metro Station,0,2000
United States,Portland,529922.0,Rail Station,0,2000
United States,Portland,529922.0,Exposition Site,0,2000
United States,Portland,529922.0,National Capital,0,2000
United States,Las Vegas,484487.0,State Capital,0,2000
United States,Las Vegas,484487.0,Sport Team,0,2000
United States,Las Vegas,484487.0,Airport,1,2000
United States,Las Vegas,484487.0,Metro Station,0,2000
United States,Las Vegas,484487.0,Rail Station,0,2000
United States,Las Vegas,484487.0,Exposition Site,0,2000
United States,Las Vegas,484487.0,National Capital,0,2000
United States,Oklahoma City,507579.0,State Capital,1,2000
United States,Oklahoma City,507579.0,Sport Team,0,2000
United States,Oklahoma City,507579.0,Airport,1,2000
United States,Oklahoma City,507579.0,Metro Station,0,2000
United States,Oklahoma City,507579.0,Rail Station,0,2000
United States,Oklahoma City,507579.0,Exposition Site,0,2000
United States,Oklahoma City,507579.0,National Capital,0,2000
United States,Albuquerque,450557.0,State Capital,0,2000
United States,Albuquerque,450557.0,Sport Team,0,2000
United States,Albuquerque,450557.0,Airport,1,2000
United States,Albuquerque,450557.0,Metro Station,0,2000
United States,Albuquerque,450557.0,Rail Station,0,2000
United States,Albuquerque,450557.0,Exposition Site,0,2000
United States,Albuquerque,450557.0,National Capital,0,2000
United States,Tucson,489355.0,State Capital,0,2000
United States,Tucson,489355.0,Sport Team,0,2000
United States,Tucson,489355.0,Airport,0,2000
United States,Tucson,489355.0,Metro Station,0,2000
United States,Tucson,489355.0,Rail Station,0,2000
United States,Tucson,489355.0,Exposition Site,0,2000
United States,Tucson,489355.0,National Capital,0,2000
United States,Fresno,430724.0,State Capital,0,2000
United States,Fresno,430724.0,Sport Team,0,2000
United States,Fresno,430724.0,Airport,1,2000
United States,Fresno,430724.0,Metro Station,0,2000
United States,Fresno,430724.0,Rail Station,0,2000
United States,Fresno,430724.0,Exposition Site,0,2000
United States,Fresno,430724.0,National Capital,0,2000
United States,Sacramento,409230.0,State Capital,1,2000
United States,Sacramento,409230.0,Sport Team,1,2000
United States,Sacramento,409230.0,Airport,1,2000
United States,Sacramento,409230.0,Metro Station,0,2000
United States,Sacramento,409230.0,Rail Station,0,2000
United States,Sacramento,409230.0,Exposition Site,0,2000
United States,Sacramento,409230.0,National Capital,0,2000
United States,Long Beach,462166.0,State Capital,0,2000
United States,Long Beach,462166.0,Sport Team,0,2000
United States,Long Beach,462166.0,Airport,1,2000
United States,Long Beach,462166.0,Metro Station,0,2000
United States,Long Beach,462166.0,Rail Station,0,2000
United States,Long Beach,462166.0,Exposition Site,0,2000
United States,Long Beach,462166.0,National Capital,0,2000
United States,Kansas City,442369.0,State Capital,0,2000
United States,Kansas City,442369.0,Sport Team,0,2000
United States,Kansas City,442369.0,Airport,1,2000
United States,Kansas City,442369.0,Metro Station,0,2000
United States,Kansas City,442369.0,Rail Station,1,2000
United States,Kansas City,442369.0,Exposition Site,0,2000
United States,Kansas City,442369.0,National Capital,0,2000
United States,Mesa,402853.0,State Capital,0,2000
United States,Mesa,402853.0,Sport Team,0,2000
United States,Mesa,402853.0,Airport,1,2000
United States,Mesa,402853.0,Metro Station,0,2000
United States,Mesa,402853.0,Rail Station,0,2000
United States,Mesa,402853.0,Exposition Site,0,2000
United States,Mesa,402853.0,National Capital,0,2000
United States,Virginia Beach,426534.0,State Capital,0,2000
United States,Virginia Beach,426534.0,Sport Team,0,2000
United States,Virginia Beach,426534.0,Airport,0,2000
United States,Virginia Beach,426534.0,Metro Station,0,2000
United States,Virginia Beach,426534.0,Rail Station,0,2000
United States,Virginia Beach,426534.0,Exposition Site,0,2000
United States,Virginia Beach,426534.0,National Capital,0,2000
United States,Atlanta,421323.0,State Capital,1,2000
United States,Atlanta,421323.0,Sport Team,1,2000
United States,Atlanta,421323.0,Airport,1,2000
United States,Atlanta,421323.0,Metro Station,1,2000
United States,Atlanta,421323.0,Rail Station,0,2000
United States,Atlanta,421323.0,Exposition Site,0,2000
United States,Atlanta,421323.0,National Capital,0,2000
United States,Colorado Springs,362186.0,State Capital,0,2000
United States,Colorado Springs,362186.0,Sport Team,0,2000
United States,Colorado Springs,362186.0,Airport,1,2000
United States,Colorado Springs,362186.0,Metro Station,0,2000
United States,Colorado Springs,362186.0,Rail Station,0,2000
United States,Colorado Springs,362186.0,Exposition Site,0,2000
United States,Colorado Springs,362186.0,National Capital,0,2000
United States,Omaha,409868.0,State Capital,0,2000
United States,Omaha,409868.0,Sport Team,0,2000
United States,Omaha,409868.0,Airport,1,2000
United States,Omaha,409868.0,Metro Station,0,2000
United States,Omaha,409868.0,Rail Station,0,2000
United States,Omaha,409868.0,Exposition Site,0,2000
United States,Omaha,409868.0,National Capital,0,2000
United States,Raleigh,290184.0,State Capital,1,2000
United States,Raleigh,290184.0,Sport Team,0,2000
United States,Raleigh,290184.0,Airport,1,2000
United States,Raleigh,290184.0,Metro Station,0,2000
United States,Raleigh,290184.0,Rail Station,0,2000
United States,Raleigh,290184.0,Exposition Site,0,2000
United States,Raleigh,290184.0,National Capital,0,2000
United States,Miami,363177.0,State Capital,0,2000
United States,Miami,363177.0,Sport Team,1,2000
United States,Miami,363177.0,Airport,1,2000
United States,Miami,363177.0,Metro Station,1,2000
United States,Miami,363177.0,Rail Station,0,2000
United States,Miami,363177.0,Exposition Site,0,2000
United States,Miami,363177.0,National Capital,0,2000
United States,Cleveland,476574.0,State Capital,0,2000
United States,Cleveland,476574.0,Sport Team,1,2000
United States,Cleveland,476574.0,Airport,1,2000
United States,Cleveland,476574.0,Metro Station,1,2000
United States,Cleveland,476574.0,Rail Station,0,2000
