participant,condition,conditionIndex,problem,burstPoint,burst,nPumps,problemOrder
19,p_burst_0.1,0,17,19,0,5,10
19,p_burst_0.1,0,18,5,1,5,17
19,p_burst_0.1,0,19,23,0,7,20
19,p_burst_0.1,0,20,3,1,3,11
19,p_burst_0.1,0,21,1,1,1,25
19,p_burst_0.1,0,22,7,0,5,42
19,p_burst_0.1,0,23,4,1,4,32
19,p_burst_0.1,0,24,8,0,6,46
19,p_burst_0.1,0,25,17,0,7,28
19,p_burst_0.1,0,26,2,1,2,41
19,p_burst_0.1,0,27,4,1,4,5
19,p_burst_0.1,0,28,17,0,7,3
19,p_burst_0.1,0,29,5,1,5,24
19,p_burst_0.1,0,30,14,0,7,40
19,p_burst_0.1,0,31,2,1,2,9
19,p_burst_0.1,0,32,1,1,1,35
19,p_burst_0.1,0,33,15,0,0,14
19,p_burst_0.1,0,34,8,0,6,39
19,p_burst_0.1,0,35,13,0,6,13
19,p_burst_0.1,0,36,29,0,6,50
19,p_burst_0.1,0,37,16,0,6,30
19,p_burst_0.1,0,38,6,1,6,38
19,p_burst_0.1,0,39,2,1,2,33
19,p_burst_0.1,0,40,3,1,3,19
19,p_burst_0.1,0,41,21,0,7,43
19,p_burst_0.1,0,42,31,0,7,48
19,p_burst_0.1,0,43,4,1,4,47
19,p_burst_0.1,0,44,24,0,6,22
19,p_burst_0.1,0,45,21,0,5,21
19,p_burst_0.1,0,46,5,1,5,37
19,p_burst_0.1,0,47,1,1,1,36
19,p_burst_0.1,0,48,7,0,6,26
19,p_burst_0.1,0,49,4,1,4,49
19,p_burst_0.1,0,50,17,0,6,34
19,p_burst_0.2,1,1,1,1,1,1
19,p_burst_0.2,1,2,1,1,1,16
19,p_burst_0.2,1,3,8,0,1,23
19,p_burst_0.2,1,4,4,1,4,18
19,p_burst_0.2,1,5,4,0,1,4
19,p_burst_0.2,1,6,3,1,3,7
19,p_burst_0.2,1,7,5,1,5,44
19,p_burst_0.2,1,8,10,0,4,31
19,p_burst_0.2,1,9,5,0,1,8
19,p_burst_0.2,1,10,2,1,2,45
19,p_burst_0.2,1,11,1,1,1,15
19,p_burst_0.2,1,12,8,0,3,29
19,p_burst_0.2,1,13,1,1,1,27
19,p_burst_0.2,1,14,4,0,0,2
19,p_burst_0.2,1,15,3,1,3,12
19,p_burst_0.2,1,16,1,1,1,6
19,p_burst_0.2,1,17,4,0,3,10
19,p_burst_0.2,1,18,6,0,5,17
19,p_burst_0.2,1,19,24,0,1,20
19,p_burst_0.2,1,20,11,0,4,11
19,p_burst_0.2,1,21,29,0,2,25
19,p_burst_0.2,1,22,2,0,0,42
19,p_burst_0.2,1,23,2,1,2,32
19,p_burst_0.2,1,24,21,0,1,46
19,p_burst_0.2,1,25,4,1,4,28
19,p_burst_0.2,1,26,2,0,1,41
19,p_burst_0.2,1,27,12,0,4,5
19,p_burst_0.2,1,28,19,0,1,3
19,p_burst_0.2,1,29,5,0,3,24
19,p_burst_0.2,1,30,14,0,1,40
19,p_burst_0.2,1,31,3,1,3,9
19,p_burst_0.2,1,32,4,1,4,35
19,p_burst_0.2,1,33,2,0,1,14
19,p_burst_0.2,1,34,3,0,1,39
19,p_burst_0.2,1,35,1,1,1,13
19,p_burst_0.2,1,36,7,0,1,50
19,p_burst_0.2,1,37,4,0,1,30
19,p_burst_0.2,1,38,4,0,1,38
19,p_burst_0.2,1,39,4,0,1,33
19,p_burst_0.2,1,40,5,0,1,19
19,p_burst_0.2,1,41,5,0,1,43
19,p_burst_0.2,1,42,7,0,4,48
19,p_burst_0.2,1,43,1,1,1,47
19,p_burst_0.2,1,44,1,1,1,22
19,p_burst_0.2,1,45,4,1,4,21
19,p_burst_0.2,1,46,17,0,1,37
19,p_burst_0.2,1,47,1,1,1,36
19,p_burst_0.2,1,48,4,0,0,26
19,p_burst_0.2,1,49,13,0,1,49
19,p_burst_0.2,1,50,1,0,0,34
20,p_burst_0.1,0,1,1,1,1,45
20,p_burst_0.1,0,2,13,0,3,3
20,p_burst_0.1,0,3,7,0,5,42
20,p_burst_0.1,0,4,5,1,5,8
20,p_burst_0.1,0,5,18,0,7,49
20,p_burst_0.1,0,6,8,0,4,1
20,p_burst_0.1,0,7,5,1,5,6
20,p_burst_0.1,0,8,3,1,3,17
20,p_burst_0.1,0,9,1,1,1,37
20,p_burst_0.1,0,10,4,1,4,15
20,p_burst_0.1,0,11,30,0,4,27
20,p_burst_0.1,0,12,40,0,3,48
20,p_burst_0.1,0,13,2,1,2,47
20,p_burst_0.1,0,14,2,1,2,20
20,p_burst_0.1,0,15,27,0,6,29
20,p_burst_0.1,0,16,12,0,4,2
20,p_burst_0.1,0,17,19,0,5,46
20,p_burst_0.1,0,18,5,1,5,43
20,p_burst_0.1,0,19,23,0,8,13
20,p_burst_0.1,0,20,3,1,3,24
20,p_burst_0.1,0,21,1,1,1,35
20,p_burst_0.1,0,22,7,0,4,31
20,p_burst_0.1,0,23,4,1,4,33
20,p_burst_0.1,0,24,8,0,3,36
20,p_burst_0.1,0,25,17,0,6,10
20,p_burst_0.1,0,26,2,1,2,22
20,p_burst_0.1,0,27,4,1,4,34
20,p_burst_0.1,0,28,17,0,5,14
20,p_burst_0.1,0,29,5,1,5,38
20,p_burst_0.1,0,30,14,0,2,7
20,p_burst_0.1,0,31,2,1,2,44
20,p_burst_0.1,0,32,1,1,1,16
20,p_burst_0.1,0,33,15,0,5,18
20,p_burst_0.1,0,34,8,0,5,32
20,p_burst_0.1,0,35,13,0,3,12
20,p_burst_0.1,0,36,29,0,5,40
20,p_burst_0.1,0,37,16,0,4,26
20,p_burst_0.1,0,38,6,0,4,50
20,p_burst_0.1,0,39,2,1,2,39
20,p_burst_0.1,0,40,3,1,3,11
20,p_burst_0.1,0,41,21,0,4,23
20,p_burst_0.1,0,42,31,0,6,41
20,p_burst_0.1,0,43,4,1,4,9
20,p_burst_0.1,0,44,24,0,4,19
20,p_burst_0.1,0,45,21,0,5,21
20,p_burst_0.1,0,46,5,0,4,25
20,p_burst_0.1,0,47,1,1,1,4
20,p_burst_0.1,0,48,7,0,5,5
20,p_burst_0.1,0,49,4,1,4,28
20,p_burst_0.1,0,50,17,0,3,30
20,p_burst_0.2,1,1,1,1,1,45
20,p_burst_0.2,1,2,1,1,1,3
20,p_burst_0.2,1,3,8,0,2,42
20,p_burst_0.2,1,4,4,0,2,8
20,p_burst_0.2,1,5,4,0,3,49
20,p_burst_0.2,1,6,3,1,3,1
20,p_burst_0.2,1,7,5,0,4,6
20,p_burst_0.2,1,8,10,0,4,17
20,p_burst_0.2,1,9,5,0,2,37
20,p_burst_0.2,1,10,2,1,2,15
20,p_burst_0.2,1,11,1,1,1,27
20,p_burst_0.2,1,12,8,0,2,48
20,p_burst_0.2,1,13,1,1,1,47
20,p_burst_0.2,1,14,4,0,3,20
20,p_burst_0.2,1,15,3,1,3,29
20,p_burst_0.2,1,16,1,1,1,2
20,p_burst_0.2,1,17,4,0,2,46
20,p_burst_0.2,1,18,6,0,3,43
20,p_burst_0.2,1,19,24,0,2,13
20,p_burst_0.2,1,20,11,0,2,24
20,p_burst_0.2,1,21,29,0,2,35
20,p_burst_0.2,1,22,2,0,1,31
20,p_burst_0.2,1,23,2,1,2,33
20,p_burst_0.2,1,24,21,0,1,36
20,p_burst_0.2,1,25,4,0,2,10
20,p_burst_0.2,1,26,2,1,2,22
20,p_burst_0.2,1,27,12,0,2,34
20,p_burst_0.2,1,28,19,0,5,14
20,p_burst_0.2,1,29,5,0,3,38
20,p_burst_0.2,1,30,14,0,5,7
20,p_burst_0.2,1,31,3,1,3,44
20,p_burst_0.2,1,32,4,1,4,16
20,p_burst_0.2,1,33,2,1,2,18
20,p_burst_0.2,1,34,3,0,2,32
20,p_burst_0.2,1,35,1,1,1,12
20,p_burst_0.2,1,36,7,0,1,40
20,p_burst_0.2,1,37,4,0,3,26
20,p_burst_0.2,1,38,4,1,4,50
20,p_burst_0.2,1,39,4,0,3,39
20,p_burst_0.2,1,40,5,0,3,11
20,p_burst_0.2,1,41,5,0,2,23
20,p_burst_0.2,1,42,7,0,3,41
20,p_burst_0.2,1,43,1,1,1,9
20,p_burst_0.2,1,44,1,1,1,19
20,p_burst_0.2,1,45,4,1,4,21
20,p_burst_0.2,1,46,17,0,2,25
20,p_burst_0.2,1,47,1,1,1,4
20,p_burst_0.2,1,48,4,0,3,5
20,p_burst_0.2,1,49,13,0,4,28
20,p_burst_0.2,1,50,1,1,1,30
21,p_burst_0.1,0,1,1,1,1,36
21,p_burst_0.1,0,2,13,0,6,20
21,p_burst_0.1,0,3,7,1,7,37
21,p_burst_0.1,0,4,5,1,5,32
21,p_burst_0.1,0,5,18,0,12,49
21,p_burst_0.1,0,6,8,0,1,39
21,p_burst_0.1,0,7,5,0,3,42
21,p_burst_0.1,0,8,3,1,3,6
21,p_burst_0.1,0,9,1,1,1,5
21,p_burst_0.1,0,10,4,1,4,48
21,p_burst_0.1,0,11,30,0,18,25
21,p_burst_0.1,0,12,40,0,18,16
21,p_burst_0.1,0,13,2,1,2,10
21,p_burst_0.1,0,14,2,1,2,50
21,p_burst_0.1,0,15,27,0,18,44
21,p_burst_0.1,0,16,12,0,2,9
21,p_burst_0.1,0,17,19,1,19,40
21,p_burst_0.1,0,18,5,1,5,17
21,p_burst_0.1,0,19,23,0,18,3
21,p_burst_0.1,0,20,3,1,3,4
21,p_burst_0.1,0,21,1,1,1,22
21,p_burst_0.1,0,22,7,1,7,2
21,p_burst_0.1,0,23,4,1,4,12
21,p_burst_0.1,0,24,8,1,8,26
21,p_burst_0.1,0,25,17,0,13,28
21,p_burst_0.1,0,26,2,1,2,29
21,p_burst_0.1,0,27,4,1,4,14
21,p_burst_0.1,0,28,17,1,17,15
21,p_burst_0.1,0,29,5,1,5,8
21,p_burst_0.1,0,30,14,1,14,38
21,p_burst_0.1,0,31,2,1,2,33
21,p_burst_0.1,0,32,1,1,1,27
21,p_burst_0.1,0,33,15,0,5,35
21,p_burst_0.1,0,34,8,1,8,19
21,p_burst_0.1,0,35,13,1,13,7
21,p_burst_0.1,0,36,29,0,9,31
21,p_burst_0.1,0,37,16,0,11,41
21,p_burst_0.1,0,38,6,1,6,47
21,p_burst_0.1,0,39,2,1,2,45
21,p_burst_0.1,0,40,3,1,3,43
21,p_burst_0.1,0,41,21,0,18,18
21,p_burst_0.1,0,42,31,0,11,34
21,p_burst_0.1,0,43,4,1,4,11
21,p_burst_0.1,0,44,24,0,17,30
21,p_burst_0.1,0,45,21,0,18,46
21,p_burst_0.1,0,46,5,1,5,24
21,p_burst_0.1,0,47,1,1,1,1
21,p_burst_0.1,0,48,7,0,2,23
21,p_burst_0.1,0,49,4,1,4,13
21,p_burst_0.1,0,50,17,0,14,21
21,p_burst_0.2,1,1,1,1,1,36
21,p_burst_0.2,1,2,1,1,1,20
21,p_burst_0.2,1,3,8,0,2,37
21,p_burst_0.2,1,4,4,1,4,32
21,p_burst_0.2,1,5,4,1,4,49
21,p_burst_0.2,1,6,3,1,3,39
21,p_burst_0.2,1,7,5,0,1,42
21,p_burst_0.2,1,8,10,0,3,6
21,p_burst_0.2,1,9,5,0,0,5
21,p_burst_0.2,1,10,2,1,2,48
21,p_burst_0.2,1,11,1,1,1,25
21,p_burst_0.2,1,12,8,0,0,16
21,p_burst_0.2,1,13,1,1,1,10
21,p_burst_0.2,1,14,4,0,1,50
21,p_burst_0.2,1,15,3,0,2,44
21,p_burst_0.2,1,16,1,1,1,9
21,p_burst_0.2,1,17,4,0,1,40
21,p_burst_0.2,1,18,6,0,0,17
21,p_burst_0.2,1,19,24,0,1,3
21,p_burst_0.2,1,20,11,1,11,4
21,p_burst_0.2,1,21,29,0,0,22
21,p_burst_0.2,1,22,2,1,2,2
21,p_burst_0.2,1,23,2,0,0,12
21,p_burst_0.2,1,24,21,0,2,26
21,p_burst_0.2,1,25,4,1,4,28
21,p_burst_0.2,1,26,2,0,1,29
21,p_burst_0.2,1,27,12,0,0,14
21,p_burst_0.2,1,28,19,0,1,15
21,p_burst_0.2,1,29,5,0,1,8
21,p_burst_0.2,1,30,14,0,1,38
21,p_burst_0.2,1,31,3,0,1,33
21,p_burst_0.2,1,32,4,1,4,27
21,p_burst_0.2,1,33,2,1,2,35
21,p_burst_0.2,1,34,3,0,2,19
21,p_burst_0.2,1,35,1,1,1,7
21,p_burst_0.2,1,36,7,1,7,31
21,p_burst_0.2,1,37,4,1,4,41
21,p_burst_0.2,1,38,4,0,3,47
21,p_burst_0.2,1,39,4,1,4,45
21,p_burst_0.2,1,40,5,0,0,43
21,p_burst_0.2,1,41,5,0,2,18
21,p_burst_0.2,1,42,7,1,7,34
21,p_burst_0.2,1,43,1,1,1,11
21,p_burst_0.2,1,44,1,1,1,30
21,p_burst_0.2,1,45,4,0,0,46
21,p_burst_0.2,1,46,17,0,1,24
21,p_burst_0.2,1,47,1,1,1,1
21,p_burst_0.2,1,48,4,1,4,23
21,p_burst_0.2,1,49,13,1,13,13
21,p_burst_0.2,1,50,1,1,1,21
22,p_burst_0.1,0,1,1,1,1,43
22,p_burst_0.1,0,2,13,0,2,22
22,p_burst_0.1,0,3,7,0,3,12
22,p_burst_0.1,0,4,5,0,3,20
22,p_burst_0.1,0,5,18,0,3,18
22,p_burst_0.1,0,6,8,0,3,47
22,p_burst_0.1,0,7,5,0,3,15
22,p_burst_0.1,0,8,3,0,2,13
22,p_burst_0.1,0,9,1,1,1,14
22,p_burst_0.1,0,10,4,0,3,30
22,p_burst_0.1,0,11,30,0,2,1
22,p_burst_0.1,0,12,40,0,3,16
22,p_burst_0.1,0,13,2,1,2,33
22,p_burst_0.1,0,14,2,0,0,2
22,p_burst_0.1,0,15,27,0,2,36
22,p_burst_0.1,0,16,12,0,0,8
22,p_burst_0.1,0,17,19,0,3,11
22,p_burst_0.1,0,18,5,0,2,24
22,p_burst_0.1,0,19,23,0,5,38
22,p_burst_0.1,0,20,3,1,3,49
22,p_burst_0.1,0,21,1,1,1,23
22,p_burst_0.1,0,22,7,0,3,35
22,p_burst_0.1,0,23,4,0,2,42
22,p_burst_0.1,0,24,8,0,2,10
22,p_burst_0.1,0,25,17,0,3,9
22,p_burst_0.1,0,26,2,1,2,50
22,p_burst_0.1,0,27,4,1,4,26
22,p_burst_0.1,0,28,17,0,3,48
22,p_burst_0.1,0,29,5,0,3,40
22,p_burst_0.1,0,30,14,0,2,4
22,p_burst_0.1,0,31,2,1,2,31
22,p_burst_0.1,0,32,1,1,1,6
22,p_burst_0.1,0,33,15,0,0,37
22,p_burst_0.1,0,34,8,0,3,32
22,p_burst_0.1,0,35,13,0,2,45
22,p_burst_0.1,0,36,29,0,2,19
22,p_burst_0.1,0,37,16,0,3,3
22,p_burst_0.1,0,38,6,0,2,17
22,p_burst_0.1,0,39,2,1,2,27
22,p_burst_0.1,0,40,3,1,3,5
22,p_burst_0.1,0,41,21,0,3,29
22,p_burst_0.1,0,42,31,0,2,39
22,p_burst_0.1,0,43,4,0,2,7
22,p_burst_0.1,0,44,24,0,3,21
22,p_burst_0.1,0,45,21,0,4,44
22,p_burst_0.1,0,46,5,0,3,34
22,p_burst_0.1,0,47,1,1,1,41
22,p_burst_0.1,0,48,7,0,4,25
22,p_burst_0.1,0,49,4,0,2,28
22,p_burst_0.1,0,50,17,0,4,46
22,p_burst_0.2,1,1,1,0,0,43
22,p_burst_0.2,1,2,1,0,0,22
22,p_burst_0.2,1,3,8,0,0,12
22,p_burst_0.2,1,4,4,0,0,20
22,p_burst_0.2,1,5,4,0,0,18
22,p_burst_0.2,1,6,3,0,0,47
22,p_burst_0.2,1,7,5,0,0,15
22,p_burst_0.2,1,8,10,0,0,13
22,p_burst_0.2,1,9,5,0,0,14
22,p_burst_0.2,1,10,2,0,0,30
22,p_burst_0.2,1,11,1,0,0,1
22,p_burst_0.2,1,12,8,0,0,16
22,p_burst_0.2,1,13,1,0,0,33
22,p_burst_0.2,1,14,4,0,0,2
22,p_burst_0.2,1,15,3,0,0,36
22,p_burst_0.2,1,16,1,0,0,8
22,p_burst_0.2,1,17,4,0,0,11
22,p_burst_0.2,1,18,6,0,0,24
22,p_burst_0.2,1,19,24,0,0,38
22,p_burst_0.2,1,20,11,0,0,49
22,p_burst_0.2,1,21,29,0,0,23
22,p_burst_0.2,1,22,2,0,0,35
22,p_burst_0.2,1,23,2,0,0,42
22,p_burst_0.2,1,24,21,0,1,10
22,p_burst_0.2,1,25,4,0,0,9
22,p_burst_0.2,1,26,2,0,0,50
22,p_burst_0.2,1,27,12,0,0,26
22,p_burst_0.2,1,28,19,0,0,48
22,p_burst_0.2,1,29,5,0,0,40
22,p_burst_0.2,1,30,14,0,0,4
22,p_burst_0.2,1,31,3,0,1,31
22,p_burst_0.2,1,32,4,0,0,6
22,p_burst_0.2,1,33,2,0,0,37
22,p_burst_0.2,1,34,3,0,0,32
22,p_burst_0.2,1,35,1,0,0,45
22,p_burst_0.2,1,36,7,0,0,19
22,p_burst_0.2,1,37,4,0,0,17
22,p_burst_0.2,1,38,4,0,0,27
22,p_burst_0.2,1,39,4,0,0,29
22,p_burst_0.2,1,40,5,0,0,21
22,p_burst_0.2,1,41,5,0,0,44
22,p_burst_0.2,1,42,7,0,0,3
22,p_burst_0.2,1,43,1,1,1,5
22,p_burst_0.2,1,44,1,0,0,34
22,p_burst_0.2,1,45,4,0,0,41
22,p_burst_0.2,1,46,17,0,0,25
22,p_burst_0.2,1,47,1,0,0,28
22,p_burst_0.2,1,48,4,0,0,39
22,p_burst_0.2,1,49,13,0,0,7
22,p_burst_0.2,1,50,1,0,0,46
23,p_burst_0.1,0,1,1,1,1,50
23,p_burst_0.1,0,2,13,1,13,7
23,p_burst_0.1,0,3,7,1,7,16
23,p_burst_0.1,0,4,5,1,5,41
23,p_burst_0.1,0,5,18,1,18,37
23,p_burst_0.1,0,6,8,1,8,42
23,p_burst_0.1,0,7,5,1,5,17
23,p_burst_0.1,0,8,3,1,3,22
23,p_burst_0.1,0,9,1,1,1,11
23,p_burst_0.1,0,10,4,1,4,34
23,p_burst_0.1,0,11,30,0,19,48
23,p_burst_0.1,0,12,40,0,24,2
23,p_burst_0.1,0,13,2,1,2,3
23,p_burst_0.1,0,14,2,1,2,44
23,p_burst_0.1,0,15,27,0,19,40
23,p_burst_0.1,0,16,12,0,9,27
23,p_burst_0.1,0,17,19,1,19,5
23,p_burst_0.1,0,18,5,1,5,45
23,p_burst_0.1,0,19,23,0,19,6
23,p_burst_0.1,0,20,3,1,3,31
23,p_burst_0.1,0,21,1,1,1,9
23,p_burst_0.1,0,22,7,1,7,18
23,p_burst_0.1,0,23,4,1,4,36
23,p_burst_0.1,0,24,8,1,8,12
23,p_burst_0.1,0,25,17,1,17,1
23,p_burst_0.1,0,26,2,1,2,33
23,p_burst_0.1,0,27,4,1,4,32
23,p_burst_0.1,0,28,17,1,17,13
23,p_burst_0.1,0,29,5,1,5,47
23,p_burst_0.1,0,30,14,1,14,23
23,p_burst_0.1,0,31,2,1,2,10
23,p_burst_0.1,0,32,1,1,1,46
23,p_burst_0.1,0,33,15,1,15,4
23,p_burst_0.1,0,34,8,1,8,21
23,p_burst_0.1,0,35,13,1,13,43
23,p_burst_0.1,0,36,29,1,29,20
23,p_burst_0.1,0,37,16,1,16,49
23,p_burst_0.1,0,38,6,1,6,28
23,p_burst_0.1,0,39,2,1,2,26
23,p_burst_0.1,0,40,3,1,3,30
23,p_burst_0.1,0,41,21,0,9,24
23,p_burst_0.1,0,42,31,0,29,38
23,p_burst_0.1,0,43,4,1,4,19
23,p_burst_0.1,0,44,24,1,24,8
23,p_burst_0.1,0,45,21,0,19,15
23,p_burst_0.1,0,46,5,1,5,14
23,p_burst_0.1,0,47,1,1,1,35
23,p_burst_0.1,0,48,7,1,7,29
23,p_burst_0.1,0,49,4,1,4,25
23,p_burst_0.1,0,50,17,1,17,39
23,p_burst_0.2,1,1,1,1,1,50
23,p_burst_0.2,1,2,1,1,1,7
23,p_burst_0.2,1,3,8,0,4,16
23,p_burst_0.2,1,4,4,1,4,41
23,p_burst_0.2,1,5,4,0,2,37
23,p_burst_0.2,1,6,3,1,3,42
23,p_burst_0.2,1,7,5,0,3,17
23,p_burst_0.2,1,8,10,0,9,22
23,p_burst_0.2,1,9,5,1,5,11
23,p_burst_0.2,1,10,2,1,2,34
23,p_burst_0.2,1,11,1,1,1,48
23,p_burst_0.2,1,12,8,0,2,2
23,p_burst_0.2,1,13,1,1,1,3
23,p_burst_0.2,1,14,4,1,4,44
23,p_burst_0.2,1,15,3,1,3,40
23,p_burst_0.2,1,16,1,1,1,27
23,p_burst_0.2,1,17,4,1,4,5
23,p_burst_0.2,1,18,6,1,6,45
23,p_burst_0.2,1,19,24,0,9,6
23,p_burst_0.2,1,20,11,1,11,31
23,p_burst_0.2,1,21,29,0,19,9
23,p_burst_0.2,1,22,2,1,2,18
23,p_burst_0.2,1,23,2,1,2,36
23,p_burst_0.2,1,24,21,0,6,12
23,p_burst_0.2,1,25,4,1,4,1
23,p_burst_0.2,1,26,2,1,2,33
23,p_burst_0.2,1,27,12,0,3,32
23,p_burst_0.2,1,28,19,0,9,13
23,p_burst_0.2,1,29,5,1,5,47
23,p_burst_0.2,1,30,14,0,9,23
23,p_burst_0.2,1,31,3,1,3,10
23,p_burst_0.2,1,32,4,1,4,46
23,p_burst_0.2,1,33,2,1,2,4
23,p_burst_0.2,1,34,3,1,3,21
23,p_burst_0.2,1,35,1,1,1,43
23,p_burst_0.2,1,36,7,0,4,20
23,p_burst_0.2,1,37,4,1,4,49
23,p_burst_0.2,1,38,4,1,4,28
23,p_burst_0.2,1,39,4,1,4,26
23,p_burst_0.2,1,40,5,1,5,30
23,p_burst_0.2,1,41,5,0,3,24
23,p_burst_0.2,1,42,7,1,7,38
23,p_burst_0.2,1,43,1,1,1,19
23,p_burst_0.2,1,44,1,1,1,8
23,p_burst_0.2,1,45,4,1,4,15
23,p_burst_0.2,1,46,17,0,14,14
23,p_burst_0.2,1,47,1,1,1,35
23,p_burst_0.2,1,48,4,1,4,29
23,p_burst_0.2,1,49,13,0,9,25
23,p_burst_0.2,1,50,1,1,1,39
24,p_burst_0.1,0,1,1,1,1,31
24,p_burst_0.1,0,2,13,0,8,36
24,p_burst_0.1,0,3,7,1,7,28
24,p_burst_0.1,0,4,5,1,5,37
24,p_burst_0.1,0,5,18,0,5,48
24,p_burst_0.1,0,6,8,0,6,32
24,p_burst_0.1,0,7,5,1,5,38
24,p_burst_0.1,0,8,3,1,3,7
24,p_burst_0.1,0,9,1,1,1,11
24,p_burst_0.1,0,10,4,0,3,15
24,p_burst_0.1,0,11,30,0,5,2
24,p_burst_0.1,0,12,40,0,6,9
24,p_burst_0.1,0,13,2,1,2,14
24,p_burst_0.1,0,14,2,1,2,46
24,p_burst_0.1,0,15,27,0,6,45
24,p_burst_0.1,0,16,12,0,7,39
24,p_burst_0.1,0,17,19,0,8,8
24,p_burst_0.1,0,18,5,1,5,44
24,p_burst_0.1,0,19,23,0,6,20
24,p_burst_0.1,0,20,3,1,3,40
24,p_burst_0.1,0,21,1,1,1,30
24,p_burst_0.1,0,22,7,1,7,3
24,p_burst_0.1,0,23,4,1,4,19
24,p_burst_0.1,0,24,8,1,8,41
24,p_burst_0.1,0,25,17,0,7,16
24,p_burst_0.1,0,26,2,1,2,1
24,p_burst_0.1,0,27,4,1,4,5
24,p_burst_0.1,0,28,17,0,13,26
24,p_burst_0.1,0,29,5,1,5,50
24,p_burst_0.1,0,30,14,0,4,25
24,p_burst_0.1,0,31,2,1,2,24
24,p_burst_0.1,0,32,1,1,1,13
24,p_burst_0.1,0,33,15,0,5,42
24,p_burst_0.1,0,34,8,0,6,49
24,p_burst_0.1,0,35,13,0,5,12
24,p_burst_0.1,0,36,29,0,9,17
24,p_burst_0.1,0,37,16,0,11,29
24,p_burst_0.1,0,38,6,0,5,18
24,p_burst_0.1,0,39,2,1,2,22
24,p_burst_0.1,0,40,3,1,3,34
24,p_burst_0.1,0,41,21,0,6,23
24,p_burst_0.1,0,42,31,0,7,33
24,p_burst_0.1,0,43,4,1,4,27
24,p_burst_0.1,0,44,24,0,4,35
24,p_burst_0.1,0,45,21,0,5,6
24,p_burst_0.1,0,46,5,1,5,4
24,p_burst_0.1,0,47,1,1,1,47
24,p_burst_0.1,0,48,7,1,7,43
24,p_burst_0.1,0,49,4,1,4,21
24,p_burst_0.1,0,50,17,0,5,10
24,p_burst_0.2,1,1,1,1,1,31
24,p_burst_0.2,1,2,1,1,1,36
24,p_burst_0.2,1,3,8,0,4,28
24,p_burst_0.2,1,4,4,0,3,37
24,p_burst_0.2,1,5,4,0,3,48
24,p_burst_0.2,1,6,3,1,3,32
24,p_burst_0.2,1,7,5,1,5,38
24,p_burst_0.2,1,8,10,0,5,7
24,p_burst_0.2,1,9,5,0,2,11
24,p_burst_0.2,1,10,2,1,2,15
24,p_burst_0.2,1,11,1,1,1,2
24,p_burst_0.2,1,12,8,0,5,9
24,p_burst_0.2,1,13,1,1,1,14
24,p_burst_0.2,1,14,4,0,3,46
24,p_burst_0.2,1,15,3,0,2,45
24,p_burst_0.2,1,16,1,1,1,39
24,p_burst_0.2,1,17,4,1,4,8
24,p_burst_0.2,1,18,6,0,4,44
24,p_burst_0.2,1,19,24,0,4,20
24,p_burst_0.2,1,20,11,0,3,40
24,p_burst_0.2,1,21,29,0,2,30
24,p_burst_0.2,1,22,2,1,2,3
24,p_burst_0.2,1,23,2,1,2,19
24,p_burst_0.2,1,24,21,0,3,41
24,p_burst_0.2,1,25,4,0,3,16
24,p_burst_0.2,1,26,2,1,2,1
24,p_burst_0.2,1,27,12,0,1,5
24,p_burst_0.2,1,28,19,0,6,26
24,p_burst_0.2,1,29,5,0,2,50
24,p_burst_0.2,1,30,14,0,5,25
24,p_burst_0.2,1,31,3,1,3,24
24,p_burst_0.2,1,32,4,1,4,13
24,p_burst_0.2,1,33,2,1,2,42
24,p_burst_0.2,1,34,3,1,3,49
24,p_burst_0.2,1,35,1,1,1,12
24,p_burst_0.2,1,36,7,1,7,17
24,p_burst_0.2,1,37,4,1,4,29
24,p_burst_0.2,1,38,4,1,4,18
24,p_burst_0.2,1,39,4,0,3,22
24,p_burst_0.2,1,40,5,0,4,34
24,p_burst_0.2,1,41,5,0,4,23
24,p_burst_0.2,1,42,7,0,3,33
24,p_burst_0.2,1,43,1,1,1,27
24,p_burst_0.2,1,44,1,1,1,35
24,p_burst_0.2,1,45,4,1,4,6
24,p_burst_0.2,1,46,17,0,0,4
24,p_burst_0.2,1,47,1,1,1,47
24,p_burst_0.2,1,48,4,1,4,43
24,p_burst_0.2,1,49,13,0,4,21
24,p_burst_0.2,1,50,1,1,1,10
25,p_burst_0.1,0,1,1,1,1,37
25,p_burst_0.1,0,2,13,0,5,29
25,p_burst_0.1,0,3,7,0,2,13
25,p_burst_0.1,0,4,5,0,0,19
25,p_burst_0.1,0,5,18,0,3,27
25,p_burst_0.1,0,6,8,0,0,36
25,p_burst_0.1,0,7,5,1,5,2
25,p_burst_0.1,0,8,3,1,3,21
25,p_burst_0.1,0,9,1,1,1,17
25,p_burst_0.1,0,10,4,0,3,49
25,p_burst_0.1,0,11,30,0,1,48
25,p_burst_0.1,0,12,40,0,5,7
25,p_burst_0.1,0,13,2,1,2,25
25,p_burst_0.1,0,14,2,1,2,38
25,p_burst_0.1,0,15,27,0,1,26
25,p_burst_0.1,0,16,12,0,2,12
25,p_burst_0.1,0,17,19,0,4,43
25,p_burst_0.1,0,18,5,1,5,9
25,p_burst_0.1,0,19,23,0,3,8
25,p_burst_0.1,0,20,3,0,1,24
25,p_burst_0.1,0,21,1,1,1,32
25,p_burst_0.1,0,22,7,0,3,20
25,p_burst_0.1,0,23,4,0,2,45
