subject,cond,stimulus,recall,confidence,presented,phase,condType
1005,105,measuringcups,1,9,1,3,money_animal
1005,105,measuringtape,2,11,1,3,money_animal
1005,105,metronome,1,11,1,3,money_animal
1005,105,microplanezester,2,11,1,2,money_animal
1005,105,mole,2,8,1,1,money_animal
1005,105,monarch,2,11,0,0,money_animal
1005,105,mortarandpestle,1,11,1,2,money_animal
1005,105,mosquito,2,11,0,0,money_animal
1005,105,mouse,1,11,1,2,money_animal
1005,105,nails,1,10,0,0,money_animal
1005,105,nutcracker,2,11,0,0,money_animal
1005,105,octopus,1,11,1,1,money_animal
1005,105,opossum,1,6,0,0,money_animal
1005,105,orca,1,9,1,3,money_animal
1005,105,ostrich,1,11,1,2,money_animal
1005,105,owl,1,11,1,3,money_animal
1005,105,padlock,1,8,1,1,money_animal
1005,105,paintroller,2,11,0,0,money_animal
1005,105,panda,2,11,0,0,money_animal
1005,105,pangolin,2,11,0,0,money_animal
1005,105,parrot,1,9,1,1,money_animal
1005,105,peacock,2,11,0,0,money_animal
1005,105,pelican,2,11,1,3,money_animal
1005,105,pencil,1,11,1,1,money_animal
1005,105,penguin,1,10,1,2,money_animal
1005,105,peppergrinder,2,11,1,3,money_animal
1005,105,pick,1,10,1,2,money_animal
1005,105,pig,2,11,0,0,money_animal
1005,105,pigeon,2,11,1,1,money_animal
1005,105,pizzacutter,2,11,0,0,money_animal
1005,105,platypus,2,11,0,0,money_animal
1005,105,plunger,2,11,1,3,money_animal
1005,105,polar.bear,2,11,0,0,money_animal
1005,105,poliser,2,11,1,1,money_animal
1005,105,poolcleaner,2,11,1,1,money_animal
1005,105,porcupine,2,11,0,0,money_animal
1005,105,powerdrill,1,7,0,0,money_animal
1005,105,prayingmantis,1,9,1,1,money_animal
1005,105,pressurewaser,2,11,1,3,money_animal
1005,105,proboscismonkey,1,7,1,2,money_animal
1005,105,pufferfish,1,8,1,3,money_animal
1005,105,puffin,2,11,1,1,money_animal
1005,105,rabbit,2,11,1,1,money_animal
1005,105,racoon,1,10,1,2,money_animal
1005,105,rake,1,8,1,1,money_animal
1005,105,red.panda,2,11,1,3,money_animal
1005,105,reflexhammer,2,11,0,0,money_animal
1005,105,reindeer,2,11,0,0,money_animal
1005,105,respirator,1,11,1,1,money_animal
1005,105,rhino,2,11,0,0,money_animal
1005,105,rollingpin,2,11,1,1,money_animal
1005,105,rooster,2,11,0,0,money_animal
1005,105,ropeandpulley,2,11,0,0,money_animal
1005,105,safetygoggle,1,6,0,0,money_animal
1005,105,saw,2,11,0,0,money_animal
1005,105,scissors,2,11,1,1,money_animal
1005,105,scorpion,2,11,0,0,money_animal
1005,105,screwdriver,1,11,1,3,money_animal
1005,105,seahorse,1,11,1,2,money_animal
1005,105,sewingmachine,2,11,0,0,money_animal
1005,105,shark,2,11,1,3,money_animal
1005,105,shears,2,11,0,0,money_animal
1005,105,sheep,2,9,0,0,money_animal
1005,105,shoehorn,2,11,0,0,money_animal
1005,105,shovel,2,11,0,0,money_animal
1005,105,shrimp,2,11,1,1,money_animal
1005,105,snail,2,11,0,0,money_animal
1005,105,snorkel,2,11,0,0,money_animal
1005,105,snowshovel,1,11,1,3,money_animal
1005,105,solderingtorch,1,8,1,3,money_animal
1005,105,sphynx,1,11,1,1,money_animal
1005,105,spiritlevel,1,11,1,2,money_animal
1005,105,spoon,2,11,0,0,money_animal
1005,105,squeegee,2,11,1,3,money_animal
1005,105,stapler,1,6,1,2,money_animal
1005,105,starfish,1,9,1,2,money_animal
1005,105,swan,2,11,0,0,money_animal
1005,105,syringe,1,11,1,3,money_animal
1005,105,tarantula,1,10,1,1,money_animal
1005,105,thermometer,2,11,1,2,money_animal
1005,105,toiletbrush,2,11,1,2,money_animal
1005,105,tongs,2,11,1,3,money_animal
1005,105,toothpick,2,11,1,1,money_animal
1005,105,transmissionwrench,2,11,0,0,money_animal
1005,105,treadmill,2,11,1,2,money_animal
1005,105,turkey,1,11,1,3,money_animal
1005,105,turtle,1,9,1,1,money_animal
1005,105,tweezer,2,11,0,0,money_animal
1005,105,vacuum,2,11,0,0,money_animal
1005,105,videogamecontroller,1,10,1,1,money_animal
1005,105,voltmeter,2,11,0,0,money_animal
1005,105,walrus,1,9,1,2,money_animal
1005,105,weightliftingclip,1,10,1,1,money_animal
1005,105,weldinghelmet,1,11,1,1,money_animal
1005,105,wheelbarrow,2,11,1,3,money_animal
1005,105,whisk,2,11,1,2,money_animal
1005,105,wine.bottle.opener,2,11,0,0,money_animal
1005,105,wirebrush,1,7,1,1,money_animal
1005,105,wolf,2,7,0,0,money_animal
1005,105,wombat,2,11,1,2,money_animal
1005,105,woodpecker,2,11,1,3,money_animal
1005,105,woodturner,2,11,0,0,money_animal
1005,105,worm,2,11,0,0,money_animal
1005,105,wrench,1,10,1,1,money_animal
1005,105,xactoknife,2,11,0,0,money_animal
1005,105,yak,2,11,1,2,money_animal
1005,105,zebra,1,9,1,2,money_animal
1007,107,aardvark,1,11,1,1,money_tool
1007,107,airbrush,2,8,0,0,money_tool
1007,107,airpump,2,6,0,0,money_tool
1007,107,allenkey,2,5,1,3,money_tool
1007,107,alligator,2,4,0,0,money_tool
1007,107,alpaca,2,6,0,0,money_tool
1007,107,altimeter,2,4,1,3,money_tool
1007,107,amp,2,8,0,0,money_tool
1007,107,angelfish,1,7,1,3,money_tool
1007,107,anteater,1,11,1,1,money_tool
1007,107,antelope,2,7,0,0,money_tool
1007,107,anvil,1,11,1,2,money_tool
1007,107,armadillo,1,9,1,1,money_tool
1007,107,atlasmoth,2,8,0,0,money_tool
1007,107,auger,1,9,1,2,money_tool
1007,107,axe,1,7,0,0,money_tool
1007,107,bakingsheet,1,11,1,1,money_tool
1007,107,baldeagle,1,11,1,2,money_tool
1007,107,bat,2,6,0,0,money_tool
1007,107,beaker,1,8,1,2,money_tool
1007,107,beaver,1,11,1,2,money_tool
1007,107,bellow,2,6,1,3,money_tool
1007,107,bettafish,1,11,1,1,money_tool
1007,107,bison,1,11,1,3,money_tool
1007,107,black,2,8,1,2,money_tool
1007,107,blender,1,6,1,3,money_tool
1007,107,bluetang,1,11,1,2,money_tool
1007,107,boa,1,11,1,3,money_tool
1007,107,broom,2,5,0,0,money_tool
1007,107,brown,1,6,1,3,money_tool
1007,107,bullfrog,1,7,1,3,money_tool
1007,107,cabletie,1,11,1,2,money_tool
1007,107,camel,1,8,1,1,money_tool
1007,107,camera,2,5,0,0,money_tool
1007,107,can.opener,1,11,1,1,money_tool
1007,107,canary,1,6,1,1,money_tool
1007,107,carabiner,2,7,1,3,money_tool
1007,107,carpetblower,2,8,0,0,money_tool
1007,107,cassowary,2,7,0,0,money_tool
1007,107,cat,2,6,1,2,money_tool
1007,107,caterpillar,2,6,0,0,money_tool
1007,107,catfish,2,5,0,0,money_tool
1007,107,centipede,1,10,1,2,money_tool
1007,107,chameleon,1,7,0,0,money_tool
1007,107,cheesegrater,1,10,1,2,money_tool
1007,107,chinchilla,2,7,0,0,money_tool
1007,107,chisel,1,6,1,2,money_tool
1007,107,cicada,1,11,1,2,money_tool
1007,107,clownfish,2,8,0,0,money_tool
1007,107,cockroach,1,7,0,0,money_tool
1007,107,colander,2,5,1,3,money_tool
1007,107,compass,2,5,0,0,money_tool
1007,107,concretemixer,1,11,1,3,money_tool
1007,107,condor,2,8,0,0,money_tool
1007,107,corgi,2,8,0,0,money_tool
1007,107,cow,1,8,1,3,money_tool
1007,107,crab,2,6,0,0,money_tool
1007,107,cricket,2,6,1,1,money_tool
1007,107,crow,1,7,1,3,money_tool
1007,107,crowbar,2,6,0,0,money_tool
1007,107,cuttingboard,2,5,0,0,money_tool
1007,107,djmixer,2,6,0,0,money_tool
1007,107,dolphin,1,9,1,3,money_tool
1007,107,donkey,2,6,1,3,money_tool
1007,107,door,2,5,0,0,money_tool
1007,107,dragonfly,2,8,0,0,money_tool
1007,107,dremel,1,9,1,3,money_tool
1007,107,drillbit,2,7,0,0,money_tool
1007,107,drone,1,7,1,3,money_tool
1007,107,duck,2,8,1,3,money_tool
1007,107,dugong,2,8,0,0,money_tool
1007,107,earprotector,1,9,1,3,money_tool
1007,107,edger,1,7,0,0,money_tool
1007,107,eel,1,11,1,1,money_tool
1007,107,electricbreaker,2,7,0,0,money_tool
1007,107,elephantafrican,1,6,1,1,money_tool
1007,107,eraser,1,11,1,2,money_tool
1007,107,extensioncord,1,11,1,1,money_tool
1007,107,eyelascurler,2,9,0,0,money_tool
1007,107,fan,1,6,1,1,money_tool
1007,107,featherduster,2,8,0,0,money_tool
1007,107,ferret,1,9,1,2,money_tool
1007,107,fire.extinguisher,2,6,1,2,money_tool
1007,107,firebug,2,6,0,0,money_tool
1007,107,firepoker,1,7,0,0,money_tool
1007,107,flashligt,1,6,0,0,money_tool
1007,107,flower,1,11,1,3,money_tool
1007,107,flyingfish,2,7,1,3,money_tool
1007,107,foamroller,1,11,1,2,money_tool
1007,107,fork,1,9,0,0,money_tool
1007,107,frillnecklizard,2,6,0,0,money_tool
1007,107,frying.pan,2,7,0,0,money_tool
1007,107,funnel,1,5,1,1,money_tool
1007,107,gardenhose,1,11,1,1,money_tool
1007,107,german,1,8,1,1,money_tool
1007,107,giraffe,2,6,0,0,money_tool
1007,107,goat,2,7,0,0,money_tool
1007,107,goldfish,2,7,0,0,money_tool
1007,107,gorilla,1,10,1,1,money_tool
1007,107,guasha,1,11,1,1,money_tool
1007,107,hairdryer,2,8,0,0,money_tool
1007,107,hammerheadshark,2,9,0,0,money_tool
1007,107,hedgehog,1,9,0,0,money_tool
1007,107,herculesbeetle,1,11,1,2,money_tool
1007,107,hermitcrab,1,11,1,3,money_tool
1007,107,hippopotamus,2,5,0,0,money_tool
1007,107,horse,2,7,1,2,money_tool
1007,107,hyena,1,7,1,3,money_tool
1007,107,ice.cream.scooper,1,9,1,2,money_tool
1007,107,ice.pick,1,9,1,1,money_tool
1007,107,icetray,2,5,1,1,money_tool
1007,107,iguana,1,11,1,1,money_tool
1007,107,iron,2,8,1,2,money_tool
1007,107,jellyfish,1,11,1,3,money_tool
1007,107,jigger,1,8,1,2,money_tool
1007,107,jumpercables,2,5,1,1,money_tool
1007,107,kangaroo,2,9,0,0,money_tool
1007,107,keyboard,1,9,1,2,money_tool
1007,107,king,2,8,0,0,money_tool
1007,107,komodo,1,11,1,2,money_tool
1007,107,ladder,1,6,1,3,money_tool
1007,107,ladybug,2,7,1,3,money_tool
1007,107,lemonsqueezer,2,5,0,0,money_tool
1007,107,lemur,2,6,0,0,money_tool
1007,107,leopard,2,11,1,2,money_tool
1007,107,levelmount,2,4,1,2,money_tool
1007,107,liftingbelt,1,11,1,2,money_tool
1007,107,ligter,2,5,0,0,money_tool
1007,107,lion,2,9,1,1,money_tool
1007,107,mallet,2,7,0,0,money_tool
1007,107,mandolin,2,7,0,0,money_tool
1007,107,mandrill,2,9,0,0,money_tool
1007,107,mantaray,2,6,1,2,money_tool
1007,107,measuringcups,1,6,1,3,money_tool
1007,107,measuringtape,1,10,1,3,money_tool
1007,107,metronome,2,6,1,3,money_tool
1007,107,microplanezester,1,6,1,2,money_tool
1007,107,mole,1,8,1,1,money_tool
1007,107,monarch,2,7,0,0,money_tool
1007,107,mortarandpestle,1,9,1,2,money_tool
1007,107,mosquito,2,4,0,0,money_tool
1007,107,mouse,1,8,1,2,money_tool
1007,107,nails,2,7,0,0,money_tool
1007,107,nutcracker,2,5,0,0,money_tool
1007,107,octopus,1,11,1,1,money_tool
1007,107,opossum,1,11,0,0,money_tool
1007,107,orca,2,7,1,3,money_tool
1007,107,ostrich,1,8,1,2,money_tool
1007,107,owl,1,8,1,3,money_tool
1007,107,padlock,2,4,1,1,money_tool
1007,107,paintroller,1,6,0,0,money_tool
1007,107,panda,1,7,0,0,money_tool
1007,107,pangolin,1,11,0,0,money_tool
1007,107,parrot,1,9,1,1,money_tool
1007,107,peacock,2,6,0,0,money_tool
1007,107,pelican,1,11,1,3,money_tool
1007,107,pencil,1,9,1,1,money_tool
1007,107,penguin,1,11,1,2,money_tool
1007,107,peppergrinder,2,5,1,3,money_tool
1007,107,pick,2,8,1,2,money_tool
1007,107,pig,2,11,0,0,money_tool
1007,107,pigeon,1,11,1,1,money_tool
1007,107,pizzacutter,2,6,0,0,money_tool
1007,107,platypus,2,9,0,0,money_tool
1007,107,plunger,2,5,1,3,money_tool
1007,107,polar.bear,1,9,0,0,money_tool
1007,107,poliser,1,11,1,1,money_tool
1007,107,poolcleaner,2,6,1,1,money_tool
1007,107,porcupine,1,9,0,0,money_tool
1007,107,powerdrill,1,6,0,0,money_tool
1007,107,prayingmantis,1,10,1,1,money_tool
1007,107,pressurewaser,1,9,1,3,money_tool
1007,107,proboscismonkey,2,6,1,2,money_tool
1007,107,pufferfish,1,6,1,3,money_tool
1007,107,puffin,1,11,1,1,money_tool
1007,107,rabbit,2,7,1,1,money_tool
1007,107,racoon,1,11,1,2,money_tool
1007,107,rake,2,7,1,1,money_tool
1007,107,red.panda,1,11,1,3,money_tool
1007,107,reflexhammer,2,5,0,0,money_tool
1007,107,reindeer,2,7,0,0,money_tool
1007,107,respirator,1,11,1,1,money_tool
1007,107,rhino,2,8,0,0,money_tool
1007,107,rollingpin,2,5,1,1,money_tool
1007,107,rooster,2,8,0,0,money_tool
1007,107,ropeandpulley,2,9,0,0,money_tool
1007,107,safetygoggle,2,4,0,0,money_tool
1007,107,saw,1,5,0,0,money_tool
1007,107,scissors,2,6,1,1,money_tool
1007,107,scorpion,1,11,0,0,money_tool
1007,107,screwdriver,1,9,1,3,money_tool
1007,107,seahorse,1,11,1,2,money_tool
1007,107,sewingmachine,2,6,0,0,money_tool
1007,107,shark,1,11,1,3,money_tool
1007,107,shears,2,6,0,0,money_tool
1007,107,sheep,2,8,0,0,money_tool
1007,107,shoehorn,2,6,0,0,money_tool
1007,107,shovel,2,5,0,0,money_tool
1007,107,shrimp,1,11,1,1,money_tool
1007,107,snail,2,8,0,0,money_tool
1007,107,snorkel,2,9,0,0,money_tool
1007,107,snowshovel,1,5,1,3,money_tool
1007,107,solderingtorch,2,5,1,3,money_tool
1007,107,sphynx,1,8,1,1,money_tool
1007,107,spiritlevel,2,8,1,2,money_tool
1007,107,spoon,2,7,0,0,money_tool
1007,107,squeegee,1,9,1,3,money_tool
1007,107,stapler,1,6,1,2,money_tool
1007,107,starfish,1,8,1,2,money_tool
1007,107,swan,2,6,0,0,money_tool
1007,107,syringe,2,5,1,3,money_tool
1007,107,tarantula,1,11,1,1,money_tool
1007,107,thermometer,1,6,1,2,money_tool
1007,107,toiletbrush,1,10,1,2,money_tool
1007,107,tongs,1,10,1,3,money_tool
1007,107,toothpick,1,10,1,1,money_tool
1007,107,transmissionwrench,2,6,0,0,money_tool
1007,107,treadmill,1,11,1,2,money_tool
1007,107,turkey,1,10,1,3,money_tool
1007,107,turtle,1,11,1,1,money_tool
1007,107,tweezer,1,8,0,0,money_tool
1007,107,vacuum,2,6,0,0,money_tool
1007,107,videogamecontroller,1,11,1,1,money_tool
1007,107,voltmeter,1,5,0,0,money_tool
1007,107,walrus,1,11,1,2,money_tool
1007,107,weightliftingclip,1,11,1,1,money_tool
1007,107,weldinghelmet,1,7,1,1,money_tool
1007,107,wheelbarrow,1,8,1,3,money_tool
1007,107,whisk,1,11,1,2,money_tool
1007,107,wine.bottle.opener,2,5,0,0,money_tool
1007,107,wirebrush,1,11,1,1,money_tool
1007,107,wolf,1,11,0,0,money_tool
1007,107,wombat,1,11,1,2,money_tool
1007,107,woodpecker,2,7,1,3,money_tool
1007,107,woodturner,1,8,0,0,money_tool
1007,107,worm,2,8,0,0,money_tool
1007,107,wrench,2,6,1,1,money_tool
1007,107,xactoknife,2,5,0,0,money_tool
1007,107,yak,2,8,1,2,money_tool
1007,107,zebra,1,7,1,2,money_tool
1023,103,aardvark,2,4,1,1,money_tool
1023,103,airbrush,2,3,0,0,money_tool
1023,103,airpump,2,6,0,0,money_tool
1023,103,allenkey,2,3,1,3,money_tool
1023,103,alligator,2,5,0,0,money_tool
1023,103,alpaca,2,8,0,0,money_tool
1023,103,altimeter,2,6,1,3,money_tool
1023,103,amp,2,9,0,0,money_tool
1023,103,angelfish,2,11,1,3,money_tool
1023,103,anteater,1,11,1,1,money_tool
1023,103,antelope,2,6,0,0,money_tool
1023,103,anvil,1,11,1,2,money_tool
1023,103,armadillo,2,1,1,1,money_tool
1023,103,atlasmoth,2,10,0,0,money_tool
1023,103,auger,1,7,1,2,money_tool
1023,103,axe,2,5,0,0,money_tool
1023,103,bakingsheet,1,7,1,1,money_tool
1023,103,baldeagle,1,11,1,2,money_tool
1023,103,bat,1,4,0,0,money_tool
1023,103,beaker,1,8,1,2,money_tool
1023,103,beaver,2,10,1,2,money_tool
1023,103,bellow,2,5,1,3,money_tool
1023,103,bettafish,1,11,1,1,money_tool
1023,103,bison,2,4,1,3,money_tool
1023,103,black,1,6,1,2,money_tool
1023,103,blender,2,4,1,3,money_tool
1023,103,bluetang,2,4,1,2,money_tool
1023,103,boa,2,4,1,3,money_tool
1023,103,broom,1,10,0,0,money_tool
1023,103,brown,2,7,1,3,money_tool
1023,103,bullfrog,1,4,1,3,money_tool
1023,103,cabletie,1,6,1,2,money_tool
1023,103,camel,2,5,1,1,money_tool
1023,103,camera,1,6,0,0,money_tool
1023,103,can.opener,2,8,1,1,money_tool
1023,103,canary,1,11,1,1,money_tool
1023,103,carabiner,1,6,1,3,money_tool
1023,103,carpetblower,2,4,0,0,money_tool
1023,103,cassowary,2,4,0,0,money_tool
1023,103,cat,1,11,1,2,money_tool
1023,103,caterpillar,2,8,0,0,money_tool
1023,103,catfish,2,6,0,0,money_tool
1023,103,centipede,1,11,1,2,money_tool
1023,103,chameleon,2,10,0,0,money_tool
1023,103,cheesegrater,1,3,1,2,money_tool
1023,103,chinchilla,1,5,0,0,money_tool
1023,103,chisel,1,11,1,2,money_tool
1023,103,cicada,2,11,1,2,money_tool
1023,103,clownfish,2,6,0,0,money_tool
1023,103,cockroach,2,5,0,0,money_tool
1023,103,colander,1,7,1,3,money_tool
1023,103,compass,2,11,0,0,money_tool
1023,103,concretemixer,2,7,1,3,money_tool
1023,103,condor,2,5,0,0,money_tool
1023,103,corgi,1,11,0,0,money_tool
1023,103,cow,2,3,1,3,money_tool
1023,103,crab,2,9,0,0,money_tool
1023,103,cricket,2,7,1,1,money_tool
1023,103,crow,2,7,1,3,money_tool
1023,103,crowbar,2,2,0,0,money_tool
1023,103,cuttingboard,1,5,0,0,money_tool
1023,103,djmixer,2,4,0,0,money_tool
1023,103,dolphin,1,8,1,3,money_tool
1023,103,donkey,2,4,1,3,money_tool
1023,103,door,2,8,0,0,money_tool
1023,103,dragonfly,2,11,0,0,money_tool
1023,103,dremel,2,9,1,3,money_tool
1023,103,drillbit,2,5,0,0,money_tool
1023,103,drone,1,6,1,3,money_tool
1023,103,duck,2,4,1,3,money_tool
1023,103,dugong,2,11,0,0,money_tool
1023,103,earprotector,2,4,1,3,money_tool
1023,103,edger,2,5,0,0,money_tool
1023,103,eel,1,8,1,1,money_tool
1023,103,electricbreaker,2,7,0,0,money_tool
1023,103,elephantafrican,1,8,1,1,money_tool
1023,103,eraser,1,8,1,2,money_tool
1023,103,extensioncord,2,2,1,1,money_tool
1023,103,eyelascurler,2,6,0,0,money_tool
1023,103,fan,1,5,1,1,money_tool
1023,103,featherduster,1,7,0,0,money_tool
1023,103,ferret,1,11,1,2,money_tool
1023,103,fire.extinguisher,1,3,1,2,money_tool
1023,103,firebug,2,9,0,0,money_tool
1023,103,firepoker,2,8,0,0,money_tool
1023,103,flashligt,2,10,0,0,money_tool
1023,103,flower,2,11,1,3,money_tool
1023,103,flyingfish,2,3,1,3,money_tool
1023,103,foamroller,1,8,1,2,money_tool
1023,103,fork,2,8,0,0,money_tool
1023,103,frillnecklizard,2,6,0,0,money_tool
1023,103,frying.pan,2,11,0,0,money_tool
1023,103,funnel,1,7,1,1,money_tool
1023,103,gardenhose,1,11,1,1,money_tool
1023,103,german,1,6,1,1,money_tool
1023,103,giraffe,1,9,0,0,money_tool
1023,103,goat,2,10,0,0,money_tool
1023,103,goldfish,1,8,0,0,money_tool
1023,103,gorilla,1,11,1,1,money_tool
1023,103,guasha,2,4,1,1,money_tool
1023,103,hairdryer,1,7,0,0,money_tool
1023,103,hammerheadshark,2,11,0,0,money_tool
1023,103,hedgehog,1,8,0,0,money_tool
1023,103,herculesbeetle,1,11,1,2,money_tool
1023,103,hermitcrab,2,10,1,3,money_tool
1023,103,hippopotamus,2,3,0,0,money_tool
1023,103,horse,1,7,1,2,money_tool
1023,103,hyena,2,6,1,3,money_tool
1023,103,ice.cream.scooper,1,5,1,2,money_tool
1023,103,ice.pick,1,9,1,1,money_tool
1023,103,icetray,1,9,1,1,money_tool
1023,103,iguana,1,10,1,1,money_tool
1023,103,iron,1,6,1,2,money_tool
1023,103,jellyfish,2,3,1,3,money_tool
1023,103,jigger,1,9,1,2,money_tool
1023,103,jumpercables,1,3,1,1,money_tool
1023,103,kangaroo,1,5,0,0,money_tool
1023,103,keyboard,2,6,1,2,money_tool
1023,103,king,2,7,0,0,money_tool
1023,103,komodo,2,4,1,2,money_tool
1023,103,ladder,2,9,1,3,money_tool
1023,103,ladybug,2,3,1,3,money_tool
1023,103,lemonsqueezer,2,9,0,0,money_tool
1023,103,lemur,2,8,0,0,money_tool
1023,103,leopard,2,4,1,2,money_tool
1023,103,levelmount,1,10,1,2,money_tool
1023,103,liftingbelt,1,8,1,2,money_tool
1023,103,ligter,2,10,0,0,money_tool
1023,103,lion,1,9,1,1,money_tool
1023,103,mallet,2,6,0,0,money_tool
1023,103,mandolin,2,11,0,0,money_tool
1023,103,mandrill,1,7,0,0,money_tool
1023,103,mantaray,1,6,1,2,money_tool
1023,103,measuringcups,2,4,1,3,money_tool
1023,103,measuringtape,2,6,1,3,money_tool
1023,103,metronome,2,5,1,3,money_tool
1023,103,microplanezester,1,5,1,2,money_tool
1023,103,mole,1,11,1,1,money_tool
1023,103,monarch,1,4,0,0,money_tool
1023,103,mortarandpestle,1,10,1,2,money_tool
1023,103,mosquito,2,5,0,0,money_tool
1023,103,mouse,1,3,1,2,money_tool
1023,103,nails,2,3,0,0,money_tool
1023,103,nutcracker,2,11,0,0,money_tool
1023,103,octopus,1,11,1,1,money_tool
1023,103,opossum,1,11,0,0,money_tool
1023,103,orca,2,8,1,3,money_tool
1023,103,ostrich,1,4,1,2,money_tool
1023,103,owl,1,10,1,3,money_tool
1023,103,padlock,1,11,1,1,money_tool
1023,103,paintroller,2,5,0,0,money_tool
1023,103,panda,1,7,0,0,money_tool
1023,103,pangolin,1,11,0,0,money_tool
1023,103,parrot,1,4,1,1,money_tool
1023,103,peacock,2,11,0,0,money_tool
1023,103,pelican,2,10,1,3,money_tool
1023,103,pencil,2,5,1,1,money_tool
1023,103,penguin,1,11,1,2,money_tool
1023,103,peppergrinder,2,9,1,3,money_tool
1023,103,pick,1,4,1,2,money_tool
1023,103,pig,2,2,0,0,money_tool
1023,103,pigeon,1,11,1,1,money_tool
1023,103,pizzacutter,2,5,0,0,money_tool
1023,103,platypus,2,5,0,0,money_tool
1023,103,plunger,1,7,1,3,money_tool
1023,103,polar.bear,2,4,0,0,money_tool
1023,103,poliser,2,11,1,1,money_tool
1023,103,poolcleaner,1,5,1,1,money_tool
1023,103,porcupine,2,7,0,0,money_tool
1023,103,powerdrill,2,8,0,0,money_tool
1023,103,prayingmantis,2,8,1,1,money_tool
1023,103,pressurewaser,2,8,1,3,money_tool
1023,103,proboscismonkey,1,5,1,2,money_tool
1023,103,pufferfish,2,4,1,3,money_tool
1023,103,puffin,1,7,1,1,money_tool
1023,103,rabbit,2,2,1,1,money_tool
1023,103,racoon,1,11,1,2,money_tool
1023,103,rake,2,3,1,1,money_tool
1023,103,red.panda,2,11,1,3,money_tool
1023,103,reflexhammer,2,11,0,0,money_tool
1023,103,reindeer,2,4,0,0,money_tool
1023,103,respirator,1,7,1,1,money_tool
1023,103,rhino,2,4,0,0,money_tool
1023,103,rollingpin,1,11,1,1,money_tool
1023,103,rooster,1,9,0,0,money_tool
1023,103,ropeandpulley,2,6,0,0,money_tool
1023,103,safetygoggle,2,10,0,0,money_tool
1023,103,saw,2,3,0,0,money_tool
1023,103,scissors,2,7,1,1,money_tool
1023,103,scorpion,2,11,0,0,money_tool
1023,103,screwdriver,1,7,1,3,money_tool
1023,103,seahorse,1,11,1,2,money_tool
1023,103,sewingmachine,2,8,0,0,money_tool
1023,103,shark,2,11,1,3,money_tool
1023,103,shears,1,3,0,0,money_tool
1023,103,sheep,2,7,0,0,money_tool
1023,103,shoehorn,2,11,0,0,money_tool
1023,103,shovel,1,8,0,0,money_tool
1023,103,shrimp,1,11,1,1,money_tool
1023,103,snail,2,6,0,0,money_tool
1023,103,snorkel,2,5,0,0,money_tool
1023,103,snowshovel,2,5,1,3,money_tool
1023,103,solderingtorch,2,9,1,3,money_tool
1023,103,sphynx,1,8,1,1,money_tool
1023,103,spiritlevel,1,9,1,2,money_tool
1023,103,spoon,2,11,0,0,money_tool
1023,103,squeegee,2,4,1,3,money_tool
1023,103,stapler,2,8,1,2,money_tool
1023,103,starfish,1,10,1,2,money_tool
1023,103,swan,2,3,0,0,money_tool
1023,103,syringe,1,4,1,3,money_tool
1023,103,tarantula,1,11,1,1,money_tool
1023,103,thermometer,2,7,1,2,money_tool
1023,103,toiletbrush,2,11,1,2,money_tool
1023,103,tongs,2,11,1,3,money_tool
1023,103,toothpick,1,8,1,1,money_tool
